document_text;document_identifier;order
"1. Los siguientes supuestos darán lugar a la reducción de las actuaciones de acogida:
a) El acceso a recursos económicos que suponga la superación del umbral establecido en el artículo 2.b) de este reglamento, siempre que no se supere la cuantía prevista en el apartado segundo de este artículo, en cuyo caso se producirá la retirada de las condiciones de acogida.
b) El abandono del centro o dispositivo de acogida asignado sin informar a los responsables, cuando, de conformidad con el régimen disciplinario aplicable, no deba dar lugar a la retirada de las condiciones de acogida.
c) La vulneración de las normas de funcionamiento básico del centro o de los derechos de otros residentes o del personal, así como la perturbación de la convivencia, cuando, de conformidad con el régimen disciplinario aplicable, estas conductas no den lugar a la retirada de las condiciones de acogida.
2. Los siguientes supuestos darán lugar a la retirada de las condiciones de acogida:
a) La falta de formalización, inadmisión, denegación o desistimiento de la solicitud de protección internacional de protección temporal o de apatridia.
b) El cese o la revocación del estatuto de refugiado o de la protección subsidiaria concedida conforme a lo establecido en el título IV de la Ley 12/2009, de 30 de octubre.
c) El acceso a recursos económicos cuando estos superen el importe de las prestaciones que se reciben. La determinación de estos costes se hará conforme a lo establecido en el artículo 42 de este reglamento.
d) Haber finalizado el periodo del programa o prestación concretamente autorizado.
e) El abandono del centro o dispositivo de acogida asignado sin informar a los responsables, cuando así lo prevea el régimen disciplinario aplicable.
f) La vulneración de las normas de funcionamiento básico del centro o de los derechos de otros residentes o del personal, así como la perturbación de la convivencia, cuando así lo prevean el régimen disciplinario aplicable.";BOE2022_Art32;99
"1. El objeto de la acción concertada es la prestación de los servicios del sistema de acogida, en las condiciones establecidas en este reglamento.
2. Los servicios de acogida destinados a las personas incluidas en el ámbito subjetivo de aplicación del artículo 3, se podrán prestar por medio de la acción concertada regulada en el presente título, de conformidad con lo establecido en el artículo 31.1 de la Ley 12/2009, de 30 de octubre.";BOE2022_Art33;100
Este título será de aplicación a la acción concertada del Ministerio de Inclusión, Seguridad Social y Migraciones, para la atención de las personas destinatarias del reglamento, con las entidades que cumplan los requisitos establecidos en el artículo 38.;BOE2022_Art34;101
"A los efectos de este título V, se entiende por:
a) Acción concertada: Instrumento por el que se concede la autorización a aquellas entidades que cumplan las condiciones establecidas en este reglamento y sus normas de desarrollo para la prestación de servicios de acogida que sean competencia del Ministerio de Inclusión, Seguridad Social y Migraciones.
b) Autorización de acción concertada: Acto administrativo por el que se reconoce a las entidades que cumplen las condiciones y requisitos establecidos a realizar las actuaciones objeto del concierto.
c) Entidades autorizadas: Aquellas entidades que, por cumplir los requisitos legalmente establecidos para ser titulares de una autorización de acción concertada, asumirán los derechos y obligaciones previstos en el presente reglamento y en sus normas de desarrollo.
d) Mesa de acción concertada: Órgano colegiado de asistencia técnica especializada al que corresponde asistir al órgano de concertación.
e) Órgano de concertación: Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, dependiente de la Secretaría de Estado de Migraciones, como órgano administrativo competente para instruir los procedimientos previstos en el presente reglamento.";BOE2022_Art35;102
"La acción concertada se ajustará a los siguientes principios rectores:
a) Libertad de acceso de las entidades interesadas.
b) Publicidad y transparencia en los procedimientos de acción concertada.
c) Proporcionalidad, no discriminación e igualdad de trato.
d) Eficacia y eficiencia en el uso de los fondos públicos.
e) No duplicidad en la financiación de los servicios y prestaciones objeto de autorización de acción concertada.";BOE2022_Art36;103
"1. La autorización a las entidades podrá alcanzar una duración de entre dos y cuatro años, a contar desde la fecha de publicación en el «Boletín Oficial del Estado» de la resolución de autorización o en la sede electrónica del Ministerio de Inclusión, Seguridad Social y Migraciones, cualquiera que se produzca con anterioridad, pudiendo ser prorrogada por mutuo acuerdo de las partes por el mismo periodo del acuerdo inicial.
2. Cuando se produzca demora en las prestaciones o servicios por parte de la entidad autorizada, el órgano de concertación podrá conceder una ampliación del plazo de duración de la autorización, sin perjuicio de las penalidades que en su caso procedan, previstas en las normas de desarrollo del presente reglamento, siempre que sean imputables a la responsabilidad de la entidad.
3. La duración total de la autorización, incluida la posible prórroga, no podrá ser superior a ocho años, sin perjuicio de que la entidad concertada tenga la posibilidad de ser autorizada nuevamente para la prestación de los servicios.
4. Para la prórroga se requerirá, además del mutuo acuerdo de las partes, la evaluación positiva de la actividad realizada, según se establece en el artículo 47 de este reglamento.";BOE2022_Art37;104
"1. Podrán ser titulares de autorizaciones de acción concertada las entidades que lo soliciten y cumplan los requisitos establecidos en este título y en las normas de desarrollo.
2. En todo caso, deberán reunir los siguientes requisitos, en los términos que se desarrollen por orden ministerial, de acuerdo con los principios de necesidad, proporcionalidad, no discriminación, transparencia, publicidad y ausencia de cuotas o límites:
a) Disponer de la oportuna autorización, acreditación o habilitación administrativa para la prestación de servicios del sistema de acogida, cuando sea exigible.
b) Disponer de los medios y recursos necesarios, especializados en protección internacional e inmigración cuando su naturaleza lo requiera, para la prestación de la acción concertada, cuya acreditación se realizará mediante la presentación de la documentación que, en su caso, se exija en la orden ministerial de acción concertada.
c) Acreditar la titularidad de los centros de alojamiento colectivo o, en su defecto, la disponibilidad por cualquier título jurídico válido en derecho, incluyendo el arrendamiento o cesión, por un período no inferior al de vigencia de la acción concertada. A estos efectos será válido un documento que demuestre a la Administración que la entidad va a disponer de dicho título jurídico en caso de resultar autorizada. En dicho documento deberá constar por escrito el compromiso de otra entidad o entidades de poner a disposición de la entidad solicitante de la autorización el centro o centros de alojamiento en caso de que se conceda la autorización.
d) Contar con experiencia y trayectoria acreditada, cualificación y formación del equipo humano directamente relacionado con la prestación del objeto de la acción concertada y con el colectivo al que esta se dirige, y respecto a las acciones previstas en el sistema de acogida en los términos que se establezcan en la orden ministerial de acción concertada. La trayectoria acreditada, cualificación, formación y/o experiencia del personal que prestará los servicios objeto de autorización podrá ser tenida en cuenta como requisito únicamente cuando la calidad de dicho personal pueda afectar de manera significativa a su mejor ejecución. Cuando se dé esta circunstancia, se dejará constancia en el expediente de la motivación y necesidad de exigir este requisito.
e) Contar con un documento de planificación para llevar a cabo los servicios y prestaciones para cada persona acogida, con el detalle que se indique por orden ministerial.
f) Contar con los medios informáticos suficientes para atender las obligaciones de intercambio de información previstas en el artículo 52.
g) No estar incurso en ninguna de las causas de prohibición para obtener la condición de beneficiario de subvenciones o entidad colaboradora previstas en el artículo 13 de la Ley 28/2003, de 17 noviembre, General de Subvenciones. El cumplimiento de este requisito podrá acreditarse mediante declaración responsable.
h) No estar incurso en ninguna prohibición de contratar del artículo 71 de la Ley 9/2017, de 8 de noviembre. El cumplimiento de este requisito podrá acreditarse mediante declaración responsable.
i) No haber sido titular de una previa autorización de acción concertada revocada en los cinco años anteriores, contados desde la fecha de la solicitud de la nueva autorización.";BOE2022_Art38;105
"1. Mediante resolución de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, a propuesta de la mesa de acción concertada, se determinarán las entidades a las que se autoriza a concertar.
2. Serán autorizadas todas las entidades que cumplan los requisitos establecidos en el presente reglamento y en las normas de desarrollo, respetando las disposiciones del artículo 11.6 de la Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público. Dichas autorizaciones se podrán solicitar y conceder en cualquier momento.";BOE2022_Art39;106
"1. La Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, planificará y seleccionará las prestaciones, actuaciones y/o servicios que es necesario atender mediante acción concertada, de acuerdo con lo establecido por orden ministerial.
2. En el expediente se incorporarán:
a) La planificación y selección de las actuaciones, prestaciones y/o servicios que es necesario atender mediante acción concertada, el estudio de costes y el importe del precio de referencia por plaza de acogida que permitirá determinar la retribución máxima, los criterios según los cuales se ha fijado dicho precio de referencia y el catálogo de gastos elegibles que determinarán los costes a cubrir a la entidad autorizada, obtenido todo ello según lo establecido en el artículo 42 de este reglamento.
b) La descripción de la necesidad que se pretende dar satisfacción mediante la acción concertada y su relación con el objeto de esta acción concertada, que deberá ser directa, específica y proporcional.
c) Los márgenes de variación de necesidades de actuaciones, prestaciones y/o servicios que, conforme a la previsible variabilidad de la demanda, se puedan prever en el momento de la planificación. Dichos márgenes de variación deberán quedar formulados en el expediente de manera clara, precisa e inequívoca, sin que puedan alterar la naturaleza global de las actuaciones, prestaciones y/o servicios.
d) El certificado de existencia de crédito, y, en su caso, el certificado de cumplimiento de límites de ejercicios posteriores
3. En el caso de que, por circunstancias sobrevenidas que no pudieron preverse al adoptarse la planificación correspondiente, surjan nuevas necesidades sobre las inicialmente planificadas, o se modifiquen las existentes, la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, dictará una nueva resolución, que se publicará en el «Boletín Oficial del Estado» y en la sede electrónica del Ministerio de Inclusión, Seguridad Social y Migraciones.";BOE2022_Art40;107
"1. Las entidades autorizadas informarán de los recursos disponibles en todo momento a través de sistemas interoperables de información contemplados en el artículo 52.
2. En función de las necesidades existentes en cada momento y de los recursos disponibles de las entidades autorizadas, la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal comunicará a estas la asignación de la prestación de los servicios de acogida que proceda de acuerdo con los criterios objetivos establecidos en los artículos 11, 15 y 27. Las comunicaciones de asignación deberán estar debidamente motivadas y documentadas en el expediente referido en el artículo 40.2.";BOE2022_Art41;108
"1. Las entidades autorizadas serán retribuidas según los costes efectivos en los que incurran. No obstante, se determinará ex ante una retribución máxima para las entidades en base a los precios de referencia que se determinen por la Secretaría de Estado de Migraciones y que se publiquen en su sede electrónica.
El precio de referencia se definirá por plaza ocupada, y unidad temporal, preferiblemente por día. Vendrá determinado a partir del coste unitario estimado necesario para la cobertura de las actuaciones y servicios objeto de la acción concertada. Cuando no sea posible hacer referencia a plaza ocupada, el precio de referencia se establecerá por persona atendida y unidad temporal.
La cuantía del mencionado coste unitario estimado que, a su vez, determinará el precio de referencia, se obtendrá a través de módulos económicos, tarifas máximas o mínimas, u otras formas de cálculo que se consideren más adecuadas, de forma justificada, de acuerdo con la naturaleza de la actuación, prestación o servicio objeto de la acción concertada.
En todo caso, se establecerán precios de referencia por plaza de acogida diferenciados en función de criterios a determinar por la Secretaría de Estado de Migraciones, entre los cuales podrán considerarse: si la plaza está disponible con carácter inmediato o no, si está destinada a un perfil vulnerable, la fase del sistema de acogida en la que se produzca la atención, o la tipología del recurso del sistema de acogida donde se produzca dicha atención.
2. La retribución máxima a percibir por la entidad autorizada será el resultado de multiplicar el precio de referencia por plaza que corresponda, por el número de plazas según lo que se establezca en las comunicaciones de asignación a las que se refiere el artículo 41.
3. La retribución efectiva a percibir por la entidad autorizada consistirá en los costes incurridos por estas, fijos o variables, siempre que estén debidamente justificados y formen parte del catálogo de gastos elegibles que se establezcan por orden ministerial, aplicándose a dicha retribución las normas tributarias que en su caso procedan y, en ningún caso, procediendo la existencia de beneficio industrial. El pago se ejecutará en los términos establecidos en el artículo 49 de este reglamento.
4. La Secretaría de Estado de Migraciones especificará los criterios aplicables para la revisión del precio de referencia, en el supuesto de que se considere necesario en atención a la evolución de los costes específicos de la actividad a concertar y, en su caso, de los incrementos salariales del convenio de referencia de las entidades autorizadas. La revisión, en su caso, será aprobada mediante resolución de la Secretaría de Estado de Migraciones y será publicada en su sede electrónica.";BOE2022_Art42;109
"1. El procedimiento de acción concertada se iniciará a instancia de la entidad interesada, mediante la presentación de la correspondiente solicitud, cuyos requisitos se especificarán en la orden ministerial de acción concertada.
2. El órgano competente para la iniciación e instrucción del procedimiento es la Dirección General de Programas de Protección Internacional y Atención Humanitaria, dependiente de la Secretaría de Estado de Migraciones.
3. El órgano de concertación estará asistido por una mesa de acción concertada, cuya composición se especificará en la orden ministerial de acción concertada.
4. Como órgano colegiado de asistencia técnica especializada, las actuaciones de la mesa de acción concertada se regirán por lo establecido en la sección 3.ª del capítulo II del título preliminar de la Ley 40/2015, de 1 de octubre, y ejercerá las siguientes funciones:
a) La calificación de la documentación acreditativa del cumplimiento de los requisitos previstos en el artículo 38 de este reglamento, y, en su caso, acordar la exclusión de las entidades interesadas que no acrediten dicho cumplimiento, previo trámite de subsanación según lo establecido en la orden ministerial de acción concertada.
b) La comunicación al órgano de concertación de las entidades que cumplen los requisitos establecidos y que, por tanto, pueden ser autorizadas.
5. Recibida la comunicación de la mesa de acción concertada, el órgano de concertación podrá decidir la realización de actuaciones complementarias de comprobación indispensables para resolver el procedimiento.";BOE2022_Art43;110
"1. El procedimiento de acción concertada concluirá mediante resolución de autorización dictada por la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal en los términos del artículo 39, y cuyo contenido se especificará en la orden ministerial de acción concertada.
2. La resolución de autorización se dictará y notificará a la entidad solicitante en el plazo máximo de seis meses, contados desde la fecha de presentación de la solicitud que dé inicio al procedimiento. Excepcionalmente, podrá acordarse una ampliación del plazo máximo de resolución y notificación en los términos y con las limitaciones establecidas en el artículo 23 de la Ley 39/2015, de 1 de octubre.
3. Las resoluciones de autorización se publicarán en el «Boletín Oficial del Estado» y en la sede electrónica del Ministerio de Inclusión, Seguridad Social y Migraciones. Dicha publicación tendrá los efectos de la notificación, conforme al artículo 45 de la Ley 39/2015, de 1 de octubre, sin perjuicio de la posibilidad de notificar individualmente a las entidades por medios electrónicos.
4. Si en el plazo de seis meses a contar desde la solicitud de autorización no se hubiese dictado y notificado resolución expresa, las entidades solicitantes podrán entender desestimadas sus pretensiones por silencio administrativo.
5. Estas resoluciones pondrán fin a la vía administrativa, pudiéndose interponer contra las mismas recurso potestativo de reposición en el plazo de un mes, o bien ser impugnadas directamente ante el orden jurisdiccional contencioso-administrativo en la forma y plazo previstos en la Ley reguladora de dicha jurisdicción.";BOE2022_Art44;111
"1. El órgano de concertación podrá acordar la tramitación de urgencia, cuando razones de interés público lo aconsejen, de conformidad con el artículo 33 de la Ley 39/2015, de 1 de octubre, reduciéndose a la mitad los plazos establecidos para el procedimiento ordinario, salvo los relativos a la presentación de solicitudes y recursos.
2. A tales efectos, el expediente deberá contener la declaración de urgencia realizada por el órgano de concertación, debidamente motivada.";BOE2022_Art45;112
De conformidad con lo dispuesto en Ley 47/2003, de 26 de noviembre, General Presupuestaria, la asignación de recursos a las entidades autorizadas podrá ultimarse incluso con la comunicación de asignación aun cuando su ejecución, ya se realice en una o en varias anualidades, deba iniciarse en el ejercicio siguiente. A estos efectos podrán comprometerse créditos con las limitaciones que se determinen en las normas presupuestarias.;BOE2022_Art46;113
"1. Las entidades autorizadas estarán sometidas, en todo momento, a las actuaciones de seguimiento y control que determine la Secretaría de Estado de Migraciones respecto del cumplimiento de los requisitos exigidos. El régimen de seguimiento y control se concretará mediante orden ministerial, en función de las prestaciones y servicios a concertar.
2. Las actuaciones de seguimiento incluirán las inspecciones y controles necesarios para comprobar que los fondos públicos han sido aplicados a la realización de la actividad para la que fueron concedidos y que su aplicación ha sido gestionada técnica y económicamente de forma correcta, garantizando la calidad exigida.
3. El seguimiento y control se llevará a cabo sin perjuicio de las actuaciones que correspondan realizar al Tribunal de Cuentas, de conformidad con lo establecido en la Ley 47/2003, de 26 de noviembre, y a los organismos nacionales y europeos competentes, cuando proceda.
4. Al finalizar el plazo de duración de la autorización se realizará una evaluación final sobre el grado de cumplimiento de los objetivos, que servirá para determinar si procede la prórroga de la autorización.";BOE2022_Art47;114
"1. Las entidades autorizadas estarán obligadas a prestar los servicios en los términos y con las condiciones establecidas en este reglamento y sus normas de desarrollo.
2. Cuando la entidad autorizada, por causas imputables a la misma, hubiere incumplido parcialmente los términos y condiciones para la prestación de los servicios, o de cumplimiento defectuoso, la Administración podrá optar, atendidas las circunstancias del caso, por la revocación de la autorización o por la imposición de penalidades que para estos supuestos se determinen en la orden ministerial y que deberán ser proporcionadas a la gravedad del incumplimiento.
3. En los supuestos contemplados en el apartado anterior, se producirá la pérdida del derecho a cobro de las cantidades no percibidas por parte de la entidad autorizada, así como la obligación de reintegro total o parcial de las cantidades percibidas, en los términos que se determinen en la orden ministerial.
4. Lo establecido en anteriores apartados se entenderá sin las responsabilidades civiles, penales o administrativas que procedan.
5. Las penalidades mencionadas en este artículo se impondrán mediante resolución del titular de la Secretaría de Estado de Migraciones, a propuesta de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal. Las penalidades económicas se podrán hacer efectivas mediante deducción de la retribución de la acción concertada.";BOE2022_Art48;115
"1. La entidad autorizada tendrá derecho al abono de la retribución por los servicios realizados, en los términos fijados en la orden ministerial de desarrollo y la comunicación de asignación, según lo dispuesto en este artículo.
2. El pago de la retribución se llevará a cabo previa presentación por la entidad de un documento justificativo de las prestaciones y/o servicios realizados, junto con la información complementaria necesaria para identificar el número de usuarios del objeto de la acción concertada y el periodo durante el cual se han realizado las actuaciones y/o servicios, calculado en días, con la extensión que se determine, así como el coste efectivamente incurrido.
3. La Administración tendrá la obligación de abonar el pago de la retribución dentro de los treinta días siguientes a la fecha de aprobación de los documentos que acrediten la conformidad de las actuaciones y servicios realizados, según lo dispuesto en la orden ministerial de desarrollo.
4. El pago de la retribución podrá hacerse de manera total o parcial, mediante abonos a cuenta o pagos en firme, según se determine en la orden ministerial de desarrollo.
5. La Administración podrá acordar el anticipo de hasta el 50 % de la retribución máxima acordada por las prestaciones y servicios a realizar, en los casos y con los requisitos y límites que se establezcan en la Ley 12/2009, de 30 de octubre.
6. En ningún caso la suma de los pagos totales y, en su caso, el anticipo acordado, podrán superar la retribución máxima a percibir fijada según lo dispuesto en este reglamento.
7. El órgano competente para aprobar y comprometer los gastos de la acción concertada es la persona titular de la Secretaría de Estado de Migraciones.
8. El órgano competente para reconocer las obligaciones económicas correspondientes, y ordenar su pago, es la persona titular de la Dirección General de Programas de Protección Internacional y de Atención Humanitaria.";BOE2022_Art49;116
"1. La financiación de las actuaciones y servicios objeto de la acción concertada se realizará con el presupuesto disponible en la Secretaría de Estado de Migraciones.
La financiación con cargo a fondos de la Unión Europea se regirá por las normas comunitarias aplicables a cada caso y por las normas nacionales de desarrollo o transposición.
2. En ningún caso podrá duplicarse la financiación pública para la realización de idénticas prestaciones actuaciones y/o servicios en el ámbito temporal y material.
Se entenderá que se duplica la financiación cuando una entidad de carácter privado autorizada para concertar obtenga fondos públicos a través de la acción concertada y por subvenciones, para la realización de actuaciones y/o servicios con características idénticas prestados a las mismas personas destinatarias.
En el caso de detectarse tal duplicidad en la financiación, esta será causa de revocación de la autorización de acción concertada, y la entidad deberá reintegrar el importe total percibido en concepto de retribución, más los intereses de demora correspondientes, desde la fecha en que percibió las cantidades hasta la fecha en que se acuerde la procedencia del reintegro, o en la fecha en la que el deudor entregue las cantidades si es anterior a la del acuerdo de reintegro.";BOE2022_Art50;117
"1. La Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal podrá dictar resolución motivada revocando la autorización, previa tramitación del oportuno procedimiento en que se dará audiencia a la entidad.
2. Acordada la revocación de la autorización, la Administración abonará a la entidad concertada los daños y perjuicios que efectivamente haya sufrido, y que se encuentran consignados en el acta mencionada en el apartado anterior, siempre y cuando se cumplan los requisitos del artículo 32 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público.
3. Las autorizaciones de acción concertada se podrán revocar por las siguientes causas:
a) El incumplimiento grave de las obligaciones derivadas de la acción concertada por las entidades autorizadas, de conformidad con lo dispuesto en la orden ministerial de desarrollo.
b) La reiteración o reincidencia de incumplimientos leves, de conformidad con lo dispuesto en la orden ministerial de desarrollo.
c) La extinción de la entidad autorizada, excepto en caso de cesión, fusión o absorción.
d) La negativa injustificada a la atención a las personas derivadas para la prestación del servicio.
e) La imposibilidad de prestar los servicios establecidos en la comunicación de asignación.
f) El incumplimiento de las condiciones laborales del personal de la entidad afecto a la prestación del servicio.
g) No encontrarse al corriente de pago en sus obligaciones tributarias o en materia de Seguridad Social, o no estar al corriente en el pago de obligaciones por reintegro de subvenciones según lo establecido en la Ley 38/2003, de 17 de noviembre, General de Subvenciones, en su caso.
h) El incumplimiento de las obligaciones de información contempladas en el artículo 52.";BOE2022_Art51;118
"1. Las entidades autorizadas estarán obligadas a intercambiar en tiempo real con el Ministerio de Inclusión, Seguridad Social y Migraciones, a través de sistemas interoperables, toda la información derivada de sus actuaciones que se precise en la orden ministerial de acción concertada, así como para dar cumplimiento a las obligaciones de información y transparencia en el marco de lo dispuesto en la Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de los derechos digitales, debiendo disponer de los medios necesarios al efecto.
2. En todo caso, las entidades autorizadas deberán reportar al órgano de concertación, en los términos y la periodicidad que se determinen en la orden ministerial de acción concertada, los gastos incurridos en la prestación de las actuaciones, prestaciones y servicios.";BOE2022_Art52;119
El Ministerio de Inclusión, Seguridad Social y Migraciones mantendrá una central de información, de carácter público, que provea de información sobre el conjunto de los servicios sociales de acogida e inclusión, su tipología, prestador, beneficiarios y costes. A estos efectos, tanto las entidades autorizadas como las distintas administraciones públicas remitirán los datos necesarios, en la forma que se determine reglamentariamente.;BOE2022_Art53;120
